partnerId,period,reportType,periodStartDate,periodType,periodNumber,periodYear,value,currency,createdDate,modifiedDate
CUST-001003,SalesCommission#MONTH#2025#2,SalesCommission,2/1/2025 0:00,MONTH,2,2025,,USD,2/23/2025 1:05:21 AM,
CUST-001003,SalesCommission#WEEK#2025#8,SalesCommission,2/17/2025 12:00:00 AM,WEEK,8,2025,,USD,2/23/2025 1:05:21 AM,
CUST-001003,SalesCommission#WEEK#2025#9,SalesCommission,2/24/2025 12:00:00 AM,WEEK,9,2025,,GBP,2/24/2025 1:10:45 AM,
CUST-001003,SalesCommission#WEEK#2025#8,SalesCommission,2/17/2025 12:00:00 AM,WEEK,8,2025,,EUR,2/18/2025 1:08:13 AM,
CUST-001003,SalesCommission#WEEK#2025#8,SalesCommission,2/17/2025 12:00:00 AM,WEEK,8,2025,,GBP,2/17/2025 1:08:36 AM,
CUST-001003,SalesCommission#WEEK#2025#7,SalesCommission,2/10/2025 0:00,WEEK,7,2025,,EUR,2/12/2025 1:06,
CUST-001003,SalesCommission#WEEK#2025#7,SalesCommission,2/10/2025 0:00,WEEK,7,2025,,GBP,2/10/2025 1:06,
CUST-001003,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,,CAD,2/3/2025 4:09,
CUST-001003,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,,EUR,2/3/2025 4:09,
CUST-001003,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,,GBP,2/3/2025 4:09,
CUST-001003,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,,USD,2/3/2025 4:09,
CUST-001003,SalesCommission#YEAR#2025#2025,SalesCommission,1/1/2025 0:00,YEAR,2025,2025,,EUR,2/3/2025 4:09,
CUST-001003,SalesCommission#YEAR#2025#2025,SalesCommission,1/1/2025 0:00,YEAR,2025,2025,,GBP,2/3/2025 4:09,
CUST-001003,SalesCommission#YEAR#2025#2025,SalesCommission,1/1/2025 0:00,YEAR,2025,2025,,USD,2/3/2025 4:09,
CUST-001004,SalesCommission#WEEK#2025#8,SalesCommission,2/17/2025 12:00:00 AM,WEEK,8,2025,125.50,EUR,2/20/2025 1:06:31 AM,
CUST-001004,SalesCommission#WEEK#2025#9,SalesCommission,2/24/2025 12:00:00 AM,WEEK,9,2025,89.75,EUR,2/25/2025 2:07:13 AM,3/2/2025 0:06
CUST-001004,SalesCommission#WEEK#2025#6,SalesCommission,2/3/2025 0:00,WEEK,6,2025,234.80,EUR,2/5/2025 1:08,2/10/2025 1:06
CUST-001004,SalesCommission#MONTH#2024#1,SalesCommission,1/1/2024 0:00,MONTH,1,2024,156.90,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2024#2,SalesCommission,2/1/2024 0:00,MONTH,2,2024,278.45,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2024#3,SalesCommission,3/1/2024 0:00,MONTH,3,2024,412.60,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2024#4,SalesCommission,4/1/2024 0:00,MONTH,4,2024,189.30,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2024#5,SalesCommission,5/1/2024 0:00,MONTH,5,2024,298.75,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2024#6,SalesCommission,6/1/2024 0:00,MONTH,6,2024,167.25,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2024#7,SalesCommission,7/1/2024 0:00,MONTH,7,2024,345.80,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2024#8,SalesCommission,8/1/2024 0:00,MONTH,8,2024,198.40,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2024#9,SalesCommission,9/1/2024 0:00,MONTH,9,2024,223.15,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2024#10,SalesCommission,10/1/2024 0:00,MONTH,10,2024,145.65,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2024#11,SalesCommission,11/1/2024 0:00,MONTH,11,2024,278.90,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2024#12,SalesCommission,12/1/2024 0:00,MONTH,12,2024,189.55,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2025#1,SalesCommission,1/1/2025 0:00,MONTH,1,2025,234.70,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#MONTH#2025#2,SalesCommission,2/1/2025 0:00,MONTH,2,2025,312.45,EUR,2/5/2025 1:08,2/25/2025 2:07:13 AM
CUST-001004,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,2850.30,EUR,1/27/2025 5:12:02 AM,
CUST-001004,SalesCommission#YEAR#2025#2025,SalesCommission,1/1/2025 0:00,YEAR,2025,2025,697.15,EUR,1/27/2025 5:12:02 AM,3/2/2025 0:06
CUST-001004,SalesCommission#MONTH#2025#3,SalesCommission,3/1/2025 0:00,MONTH,3,2025,64.20,EUR,3/2/2025 0:06,
CUST-001005,SalesCommission#MONTH#2025#3,SalesCommission,3/1/2025 0:00,MONTH,3,2025,,GBP,3/1/2025 1:06,
CUST-001005,SalesCommission#WEEK#2025#9,SalesCommission,2/24/2025 12:00:00 AM,WEEK,9,2025,,GBP,2/24/2025 1:10:45 AM,
CUST-001005,SalesCommission#WEEK#2025#8,SalesCommission,2/17/2025 12:00:00 AM,WEEK,8,2025,,GBP,2/17/2025 1:08:36 AM,
CUST-001005,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,,GBP,2/3/2025 4:09,
CUST-001005,SalesCommission#YEAR#2025#2025,SalesCommission,1/1/2025 0:00,YEAR,2025,2025,,GBP,2/3/2025 4:09,
CUST-001006,SalesCommission#MONTH#2025#3,SalesCommission,3/1/2025 0:00,MONTH,3,2025,145.60,SGD,3/1/2025 1:06,
CUST-001006,SalesCommission#WEEK#2025#9,SalesCommission,2/24/2025 12:00:00 AM,WEEK,9,2025,145.60,SGD,3/1/2025 1:06,
CUST-001006,SalesCommission#MONTH#2024#3,SalesCommission,3/1/2024 0:00,MONTH,3,2024,189.25,SGD,1/27/2025 5:12:02 AM,
CUST-001006,SalesCommission#MONTH#2024#4,SalesCommission,4/1/2024 0:00,MONTH,4,2024,267.80,SGD,1/27/2025 5:12:02 AM,
CUST-001006,SalesCommission#MONTH#2024#5,SalesCommission,5/1/2024 0:00,MONTH,5,2024,178.45,SGD,1/27/2025 5:12:02 AM,
CUST-001006,SalesCommission#MONTH#2024#6,SalesCommission,6/1/2024 0:00,MONTH,6,2024,98.70,SGD,1/27/2025 5:12:02 AM,
CUST-001006,SalesCommission#MONTH#2024#7,SalesCommission,7/1/2024 0:00,MONTH,7,2024,156.90,SGD,1/27/2025 5:12:02 AM,
CUST-001006,SalesCommission#MONTH#2024#9,SalesCommission,9/1/2024 0:00,MONTH,9,2024,89.50,SGD,1/27/2025 5:12:02 AM,
CUST-001006,SalesCommission#MONTH#2024#11,SalesCommission,11/1/2024 0:00,MONTH,11,2024,78.35,SGD,1/27/2025 5:12:02 AM,
CUST-001006,SalesCommission#MONTH#2025#1,SalesCommission,1/1/2025 0:00,MONTH,1,2025,234.80,SGD,1/27/2025 5:12:02 AM,
CUST-001006,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,1089.95,SGD,1/27/2025 5:12:02 AM,
CUST-001006,SalesCommission#YEAR#2025#2025,SalesCommission,1/1/2025 0:00,YEAR,2025,2025,380.40,SGD,1/27/2025 5:12:02 AM,3/1/2025 1:06
CUST-001007,SalesCommission#MONTH#2025#2,SalesCommission,2/1/2025 0:00,MONTH,2,2025,67.85,EUR,2/6/2025 1:07,
CUST-001007,SalesCommission#WEEK#2025#6,SalesCommission,2/3/2025 0:00,WEEK,6,2025,67.85,EUR,2/6/2025 1:07,
CUST-001007,SalesCommission#YEAR#2025#2025,SalesCommission,1/1/2025 0:00,YEAR,2025,2025,67.85,EUR,2/6/2025 1:07,
CUST-001007,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,1456.75,EUR,1/27/2025 5:12:02 AM,
CUST-001007,SalesCommission#MONTH#2024#1,SalesCommission,1/1/2024 0:00,MONTH,1,2024,189.45,EUR,1/27/2025 5:12:02 AM,
CUST-001007,SalesCommission#MONTH#2024#2,SalesCommission,2/1/2024 0:00,MONTH,2,2024,67.85,EUR,1/27/2025 5:12:02 AM,
CUST-001007,SalesCommission#MONTH#2024#4,SalesCommission,4/1/2024 0:00,MONTH,4,2024,423.90,EUR,1/27/2025 5:12:02 AM,
CUST-001007,SalesCommission#MONTH#2024#5,SalesCommission,5/1/2024 0:00,MONTH,5,2024,298.75,EUR,1/27/2025 5:12:02 AM,
CUST-001007,SalesCommission#MONTH#2024#7,SalesCommission,7/1/2024 0:00,MONTH,7,2024,123.60,EUR,1/27/2025 5:12:02 AM,
CUST-001007,SalesCommission#MONTH#2024#8,SalesCommission,8/1/2024 0:00,MONTH,8,2024,89.50,EUR,1/27/2025 5:12:02 AM,
CUST-001007,SalesCommission#MONTH#2024#10,SalesCommission,10/1/2024 0:00,MONTH,10,2024,78.35,EUR,1/27/2025 5:12:02 AM,
CUST-001007,SalesCommission#MONTH#2024#12,SalesCommission,12/1/2024 0:00,MONTH,12,2024,298.50,EUR,1/27/2025 5:12:02 AM,
CUST-001008,SalesCommission#MONTH#2024#1,SalesCommission,1/1/2024 0:00,MONTH,1,2024,345.80,PLN,2/3/2025 4:09,
CUST-001008,SalesCommission#MONTH#2024#5,SalesCommission,5/1/2024 0:00,MONTH,5,2024,456.90,PLN,2/3/2025 4:09,
CUST-001008,SalesCommission#MONTH#2024#9,SalesCommission,9/1/2024 0:00,MONTH,9,2024,789.25,PLN,2/3/2025 4:09,
CUST-001008,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,1591.95,PLN,2/3/2025 4:09,
CUST-001009,SalesCommission#WEEK#2025#7,SalesCommission,2/10/2025 0:00,WEEK,7,2025,156.90,EUR,2/13/2025 1:08:13 AM,2/21/2025 3:11:08 AM
CUST-001009,SalesCommission#WEEK#2025#8,SalesCommission,2/17/2025 12:00:00 AM,WEEK,8,2025,267.80,EUR,2/20/2025 1:06:31 AM,2/23/2025 1:05:21 AM
CUST-001009,SalesCommission#MONTH#2024#3,SalesCommission,3/1/2024 0:00,MONTH,3,2024,456.90,EUR,1/27/2025 5:12:02 AM,
CUST-001009,SalesCommission#MONTH#2024#5,SalesCommission,5/1/2024 0:00,MONTH,5,2024,789.25,EUR,1/27/2025 5:12:02 AM,
CUST-001009,SalesCommission#MONTH#2024#6,SalesCommission,6/1/2024 0:00,MONTH,6,2024,1234.60,EUR,1/27/2025 5:12:02 AM,
CUST-001009,SalesCommission#MONTH#2024#7,SalesCommission,7/1/2024 0:00,MONTH,7,2024,1098.75,EUR,1/27/2025 5:12:02 AM,
CUST-001009,SalesCommission#MONTH#2024#8,SalesCommission,8/1/2024 0:00,MONTH,8,2024,1156.90,EUR,1/27/2025 5:12:02 AM,
CUST-001009,SalesCommission#MONTH#2024#9,SalesCommission,9/1/2024 0:00,MONTH,9,2024,867.45,EUR,1/27/2025 5:12:02 AM,
CUST-001009,SalesCommission#MONTH#2025#1,SalesCommission,1/1/2025 0:00,MONTH,1,2025,689.30,EUR,1/27/2025 5:12:02 AM,2/1/2025 1:05
CUST-001009,SalesCommission#MONTH#2025#2,SalesCommission,2/1/2025 0:00,MONTH,2,2025,998.75,EUR,2/2/2025 1:03,2/28/2025 12:07:31 AM
CUST-001009,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,12456.80,EUR,1/27/2025 5:12:02 AM,
CUST-001009,SalesCommission#YEAR#2025#2025,SalesCommission,1/1/2025 0:00,YEAR,2025,2025,2112.45,EUR,1/27/2025 5:12:02 AM,3/2/2025 0:06
CUST-001009,SalesCommission#MONTH#2025#3,SalesCommission,3/1/2025 0:00,MONTH,3,2025,124.40,EUR,3/2/2025 0:06,
CUST-001010,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,1567.90,EUR,1/27/2025 5:12:02 AM,
CUST-001010,SalesCommission#MONTH#2025#1,SalesCommission,1/1/2025 0:00,MONTH,1,2025,234.80,EUR,1/27/2025 5:12:02 AM,2/1/2025 1:05
CUST-001010,SalesCommission#YEAR#2025#2025,SalesCommission,1/1/2025 0:00,YEAR,2025,2025,234.80,EUR,1/27/2025 5:12:02 AM,2/1/2025 1:05
CUST-001011,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,789.50,USD,1/27/2025 5:12:02 AM,
CUST-001011,SalesCommission#YEAR#2025#2025,SalesCommission,1/1/2025 0:00,YEAR,2025,2025,678.90,USD,1/27/2025 5:12:02 AM,
CUST-001011,SalesCommission#MONTH#2024#1,SalesCommission,1/1/2024 0:00,MONTH,1,2024,189.45,USD,1/27/2025 5:12:02 AM,
CUST-001011,SalesCommission#MONTH#2024#11,SalesCommission,11/1/2024 0:00,MONTH,11,2024,67.85,USD,1/27/2025 5:12:02 AM,
CUST-001011,SalesCommission#MONTH#2024#12,SalesCommission,12/1/2024 0:00,MONTH,12,2024,532.20,USD,1/27/2025 5:12:02 AM,
CUST-001011,SalesCommission#MONTH#2025#1,SalesCommission,1/1/2025 0:00,MONTH,1,2025,678.90,USD,1/27/2025 5:12:02 AM,
CUST-001012,SalesCommission#MONTH#2024#2,SalesCommission,2/1/2024 0:00,MONTH,2,2024,23.50,USD,1/27/2025 5:12:02 AM,
CUST-001012,SalesCommission#MONTH#2024#3,SalesCommission,3/1/2024 0:00,MONTH,3,2024,78.90,USD,1/27/2025 5:12:02 AM,
CUST-001012,SalesCommission#YEAR#2024#2024,SalesCommission,1/1/2024 0:00,YEAR,2024,2024,102.40,USD,1/27/2025 5:12:02 AM,
